latitude,longitude,mgrs_tile,nlcd,nlcd_year
47.90371956048529,-122.2744605461989,10UEU,24,2024
47.90014175547702,-122.28125055985933,10UEU,24,2024
48.3788321293441,-122.66507294614156,10UEU,31,2024
47.88570636350193,-122.73810171834153,10UEU,31,2024
48.706808173162365,-122.17301876180105,10UEU,41,2024
48.077582733393825,-122.4771988917369,10UEU,41,2024
48.65117122223975,-121.99960500301518,10UEU,42,2024
48.11215653230119,-121.71700993873849,10UEU,42,2024
47.98664442369401,-121.96558853005517,10UEU,43,2024
48.08482239230252,-122.86122722703757,10UEU,43,2024
47.92789359377866,-122.83971325399645,10UEU,52,2024
47.93168951091114,-121.91615735144813,10UEU,52,2024
48.248300101504995,-122.1021216909779,10UEU,71,2024
48.35374170960799,-122.30293256958593,10UEU,71,2024
48.270843034770685,-122.35822313417543,10UEU,81,2024
48.53303189996524,-122.87376913781581,10UEU,81,2024
48.38992685086772,-122.42483483435865,10UEU,82,2024
48.4995251656956,-122.40619689316728,10UEU,82,2024
48.06266671839589,-122.48546966435526,10UEU,90,2024
47.98344555208503,-121.88025367438134,10UEU,90,2024
48.27414415789579,-122.63947696809201,10UEU,95,2024
47.98213386582446,-122.1583444784455,10UEU,95,2024
48.26383991184378,-121.59860435015501,10UFU,24,2024
48.270122292991,-121.59824684182585,10UFU,24,2024
48.1576543069029,-121.64803529866202,10UFU,31,2024
48.26016386540738,-121.07135686602322,10UFU,31,2024
48.49326638631585,-121.51280075403008,10UFU,41,2024
48.43919769662929,-121.58124214209809,10UFU,41,2024
48.57224673263396,-120.70516338537604,10UFU,42,2024
48.378063521855886,-121.19428606944666,10UFU,42,2024
48.208574025861445,-121.57702237360297,10UFU,43,2024
48.31340820566549,-121.53312336916126,10UFU,43,2024
47.84615108872104,-120.58767436852392,10UFU,52,2024
48.687552236581794,-121.24250085411127,10UFU,52,2024
48.023232331596176,-120.45261453619993,10UFU,71,2024
48.057004913220744,-120.62290135167632,10UFU,71,2024
48.325011477824766,-121.55112344590698,10UFU,81,2024
48.50058588968935,-121.50993492263234,10UFU,81,2024
48.52166215016123,-120.29419840092022,10UFU,82,2024
48.52505467757039,-120.30049124871142,10UFU,82,2024
47.90874206609382,-120.73427619803242,10UFU,90,2024
47.94962982096348,-120.637688528901,10UFU,90,2024
48.36400265606449,-121.55113275501697,10UFU,95,2024
48.284488180357435,-121.55630632556885,10UFU,95,2024
